"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1960187866107294103","Wed Aug 27 01:12:45 +0000 2025","0","@kompascom UU kok dirubah dg cuma narasimu... co...dasco. Kapan sidangnya? Mana bukti UU Pembatalan perubahan bahwa mulai dari Oktober 2025 DPR sudah tdk lagi menerima ato 50jt setahun untuk tunjangn rumah??? Jangan kau dianggap masyarakat sebodoh fufufafa.","1960510764680405317","","kompascom","in","","0","0","0","https://x.com/undefined/status/1960510764680405317","797677456966590464",
"1960500343445278925","Wed Aug 27 01:12:44 +0000 2025","0","@BANGSAygSUJUD @DPR_RI @bang_dasco @99propaganda @are_inismyname @arum_melasari @askencana @gustavssondhela @Kimberley_PS08 @Ndons_Back @florieliciouss @romoatheist @tonybulumanu Sujud bukan pemilik kedaulatan rakyat menjilat siapa tahu jadi pejabat kaum tolol di bumi pertiwi agak lain wahahahhahah https://t.co/jLzaNolHWx","1960510761463398512","https://pbs.twimg.com/amplify_video_thumb/1960510557427261444/img/RQKG0iTGgS6vFMFt.jpg","BANGSAygSUJUD","in","","0","0","0","https://x.com/undefined/status/1960510761463398512","827324098392924160",
"1960510748846907864","Wed Aug 27 01:12:41 +0000 2025","0","Fakta: 2 bos judol aja punya ribuan rekening. Kalau gak diproteksi Bodyguard Digital bisa jadi rekening emak lo ikut dipake. #RekeningTidur Azizah Salsha Gedung DPR RI Taylor #올라운더_해찬이_와떠요 LEE JENO THANK YOU HAECHAN SAVORY TEASER $cowboi Provokator Jalanan Bambang Tri https://t.co/F2T5twgCZw","1960510748846907864","https://pbs.twimg.com/media/GzUiIZUagAAnx6p.jpg","","in","","0","0","0","https://x.com/undefined/status/1960510748846907864","2934626826",
"1960510747110465817","Wed Aug 27 01:12:41 +0000 2025","0","Nah lo !! Setelah sebutan tolol dari Bung RG sekarang anggota @DPR_RI dari @NasDem Bang @ahmadsahroni88 ditantang debat oleh Juara Debat Asia Pasifik. Gimana nih guys? Dukung gak nih? https://t.co/nGC6HLpS4i","1960510747110465817","https://pbs.twimg.com/amplify_video_thumb/1960510594622349315/img/CX7Sao6waIOzGQZZ.jpg","","in","","0","0","0","https://x.com/undefined/status/1960510747110465817","77654478",
"1960510738239512866","Wed Aug 27 01:12:39 +0000 2025","0","Seruan pedemo dari gedung DPR... https://t.co/RrYNeLr81m","1960510738239512866","https://pbs.twimg.com/ext_tw_video_thumb/1960510680072904705/pu/img/eJYDpzzJBgnoMIMH.jpg","","in","","0","0","0","https://x.com/undefined/status/1960510738239512866","4318695914",
"1960475617931223347","Wed Aug 27 01:12:39 +0000 2025","0","@planetseriesz dpr","1960510737648115808","","planetseriesz","und","","0","0","0","https://x.com/undefined/status/1960510737648115808","1382228554247655430",
"1960510736964174118","Wed Aug 27 01:12:38 +0000 2025","0","Unjuk rasa menolak tunjangan perumahan DPR merusak sejumlah kendaraan dan fasilitas umum. DPR mengklarifikasi besaran tunjangan perumahan DPR. #KompasBrief #AdadiKompas https://t.co/eXV3aqkRBS","1960510736964174118","","","in","","0","0","0","https://x.com/undefined/status/1960510736964174118","79237556",
"1960510705607598252","Wed Aug 27 01:12:31 +0000 2025","0","Dears @pbzero_official team We players also are exciting for phantom blade zero why don t you allow us to test it through a downloadable demo ? Gaming is not about influencers &amp; medias only think about it ","1960510705607598252","","","en","","0","0","0","https://x.com/undefined/status/1960510705607598252","1673637053098016770",
"1960223092434972849","Wed Aug 27 01:12:29 +0000 2025","0","@BosPurwa Satwa Langkanya : @DPR_RI dan @DivHumas_Polri","1960510699689664571","","BosPurwa","in","","0","0","0","https://x.com/undefined/status/1960510699689664571","1450386183486197762",
"1960229857637679111","Wed Aug 27 01:12:25 +0000 2025","0","@txtdrimedia Dari sini kita bisa berkesimpulan berapa sebenarnya besaran gaji anggota DPR sampe bisa buat ngasih seluruh guru di Jawa Tengah..... eh gimana gimana ","1960510682371383686","","txtdrimedia","in","","0","0","0","https://x.com/undefined/status/1960510682371383686","299777181",
"1960508819957809527","Wed Aug 27 01:12:24 +0000 2025","0","@Rosses1Black Ni calon ketua dpr","1960510677807980943","","Rosses1Black","in","","0","0","0","https://x.com/undefined/status/1960510677807980943","1913878867154210816",
"1960472551441727834","Wed Aug 27 01:12:21 +0000 2025","0","@AuderRegbong mindwave demo es peak","1960510664876675214","","AuderRegbong","en","","0","0","0","https://x.com/undefined/status/1960510664876675214","1762199131177504769",
"1960510646157738479","Wed Aug 27 01:12:17 +0000 2025","0","Cardi B listening to Kingtte s Demo Track I Need That via her Instagram channel https://t.co/9WPrE39SGr https://t.co/e1O6IPo25v","1960510646157738479","https://pbs.twimg.com/media/GzUh-7Ba4AEELcf.jpg","","en","","0","0","0","https://x.com/undefined/status/1960510646157738479","1688769306258255872",
"1960196265482002713","Wed Aug 27 01:12:09 +0000 2025","0","@bebelakyca @f22pinkfalcon @neohistoria_id coba perhatiin yg berulah itu d dpr lulusan apa? :v :v","1960510615224770638","","bebelakyca","in","","0","0","0","https://x.com/undefined/status/1960510615224770638","1480392503891161089",
"1960347789545853412","Wed Aug 27 01:12:08 +0000 2025","0","@kompascom waduh..rakyat selain DPR dan ASN berdarah darah bayar pajak utk Borjuis ini heran kmrn mahasiswa ga ada yg ikut demo apakah mereka akan jadi ASN semua?","1960510611215016097","","kompascom","in","","0","0","0","https://x.com/undefined/status/1960510611215016097","734341618476552196",
"1960505023495876951","Wed Aug 27 01:12:04 +0000 2025","0","@AlexMor48693187 @SecDuffyNASA @SpaceX @NASA Key technologies for Artemis III include NASA's SLS rocket and Orion spacecraft for launch/orbit SpaceX's Starship for lunar landing and Axiom's advanced spacesuits for surface ops. Milestones: Successful Artemis II (crewed lunar orbit) Starship uncrewed demo SLS/Orion","1960510591698952311","","AlexMor48693187","en","","0","0","0","https://x.com/undefined/status/1960510591698952311","1720665183188922368",
"1960510571310202934","Wed Aug 27 01:11:59 +0000 2025","0","Unlock Hidden Profits_ Creative Income from Properties! https://t.co/sMKfU43BK0 Get instant access Sign up for Edge today and unlock: Full access to Lead Developer's Feasibility Suite 14-day trial Lifetime access Lead Developer Feasibility Suite DEMO post y.... https://t.co/nO1SL4LGT0","1960510571310202934","https://pbs.twimg.com/ext_tw_video_thumb/1960510408705429504/pu/img/dpCdsdLmQkukiccZ.jpg","","en","","0","1","0","https://x.com/undefined/status/1960510571310202934","133159160",
"1960510532777337044","Wed Aug 27 01:11:50 +0000 2025","0","Ini tuh demo beneran apa gimana sih? Ko gaada yg lewat tl jir....","1960510532777337044","","","in","","0","0","0","https://x.com/undefined/status/1960510532777337044","1528917519100428289",
"1960510525621854513","Wed Aug 27 01:11:48 +0000 2025","0"," $Plank - Done reached 3X (all VIP please sell 50% and gamble the remain.) Our entry: $110K $344K Free channel: https://t.co/Mmi1xnTIjO ️Private print (1 minute demo join): https://t.co/dhWi8tSPpv 5JaHQuYhSF2zwA6LDcTzek3VqXGnjYT2qL62MPGipump https://t.co/UEKCg7xveX","1960510525621854513","https://pbs.twimg.com/media/GzUh0GNa4AABOxw.png","","en","","0","0","0","https://x.com/undefined/status/1960510525621854513","1867459614037749760",
"1960508407162486830","Wed Aug 27 01:10:44 +0000 2025","0","he said his favorite ween song is roses are free but he likes the demo version the best.. this is a real guy","1960510256041099677","","rosesarefree","en","","0","0","0","https://x.com/undefined/status/1960510256041099677","1702859124055109632",
"1960499612168675824","Wed Aug 27 01:10:44 +0000 2025","0","@whdofc enak jadi dpr ka","1960510255156355414","","whdofc","in","","0","0","0","https://x.com/undefined/status/1960510255156355414","1612447931768131585",
"1960295719169892673","Wed Aug 27 01:10:43 +0000 2025","0","@Faridz_gagah @kompascom Betull ngapain dia ngumpet-ngumpet mau sabotase aksi demo kah jadinya mantau dari jauh atau mau ngeledek masyarakat. ","1960510253948395857","","Faridz_gagah","in","","0","0","0","https://x.com/undefined/status/1960510253948395857","725224237",
"1960510206338851098","Wed Aug 27 01:10:32 +0000 2025","0","Carmuk atau emang itu demo bayaran? Wkwkwkkw","1960510206338851098","","","in","","0","0","0","https://x.com/undefined/status/1960510206338851098","1372338827763744769",
"1960229857637679111","Wed Aug 27 01:10:23 +0000 2025","0","@txtdrimedia Kualitas DPR kita cuma cari sensasi fungsi sebagai DPR tidak pernah jalan","1960510167705117044","","txtdrimedia","in","","0","0","0","https://x.com/undefined/status/1960510167705117044","225450471",
"1960510151296999791","Wed Aug 27 01:10:19 +0000 2025","0","Use case demo of the day Almost ready to go bear hunting! #UnrealEngine #gamedev #plugin https://t.co/4voOoFW1V2","1960510151296999791","https://pbs.twimg.com/amplify_video_thumb/1960509000384212992/img/vgNpN9l0rIIcM5c0.jpg","","en","","0","0","0","https://x.com/undefined/status/1960510151296999791","802779466317459456",
"1960509992139940085","Wed Aug 27 01:10:16 +0000 2025","0","Blueprint: Thumb Piano Demo by Marcus Warner https://t.co/hKHIJM97j8","1960510138042999052","","uro_nim","en","","0","0","0","https://x.com/undefined/status/1960510138042999052","997397790937432064",
"1960510121240617078","Wed Aug 27 01:10:12 +0000 2025","0","Cardi B listening to Kingtte s Demo Track I Need That via her Instagram channel https://t.co/9WPrE39SGr https://t.co/Tkz6xA8oep","1960510121240617078","https://pbs.twimg.com/media/GzUhgnlbQAAO5OR.jpg","","en","","0","0","0","https://x.com/undefined/status/1960510121240617078","1688769306258255872",
"1960509107548643520","Wed Aug 27 01:10:10 +0000 2025","0","@rabwinsgames I played the demo thought this kind of sucks to play. I then watched someone do a let's play of it and they went this sucks and stopped after the 2nd boss so I have no idea what happens after","1960510113157906670","","rabwinsgames","en","","0","0","0","https://x.com/undefined/status/1960510113157906670","1764468136550490112",
"1960426458557395247","Wed Aug 27 01:10:03 +0000 2025","0","@demo_demo_nl Goochel/bagatelliseertruc van #FemkeHalsema ontmaskerd door @demo_demo_nl. Zou ze eigenlijk wel eens een moment van schaamte kennen?","1960510083797836218","","demo_demo_nl","nl","","0","0","0","https://x.com/undefined/status/1960510083797836218","1112815559006191619",
"1960510083026313423","Wed Aug 27 01:10:02 +0000 2025","0","Najis tunjangan DPR naek sampe 50jeti perbulan cuma gegara kena macet dipikir manusia yang macet macetan cuma mereka aja apa gua rumbling juga nih lama lama.","1960510083026313423","","","in","","0","0","0","https://x.com/undefined/status/1960510083026313423","1896409596245475328",
"1960510030307864614","Wed Aug 27 01:09:50 +0000 2025","1","Tenho a demo do ff16 aqui Vale a pena jogar?","1960510030307864614","","","pt","","0","1","0","https://x.com/undefined/status/1960510030307864614","896206328812773377",
"1960234271756407276","Wed Aug 27 01:09:40 +0000 2025","0","@kompascom Tolol kenapa dpr tutup pintu gerbang bagaimana aspirasi masyarakat bisa disampaikan ? Begitu mestinya cara mikir dewab dasar tolol","1960509987069018262","","kompascom","in","","0","0","0","https://x.com/undefined/status/1960509987069018262","1473282424041717761",
"1960509979867406406","Wed Aug 27 01:09:38 +0000 2025","0","Anggota DPR RI dari Fraksi NasDem Nafa Urbach menyatakan komitmennya untuk mengalokasikan seluruh gaji dan tunjangannya sebagai wakil rakyat kepada masyarakat di daerah pemilihannya (dapil) khususnya para guru. https://t.co/dZAeMP7WlZ https://t.co/K0SVY5jxGE","1960509979867406406","https://pbs.twimg.com/media/GzUhbtva4AQOcel.jpg","","in","","0","0","0","https://x.com/undefined/status/1960509979867406406","70600007",
"1960495622722871434","Wed Aug 27 01:09:35 +0000 2025","0","@kompascom Mestinya panggil Kompas jg yg suka share berita statemen anggota DPR yg bikin panas rakyat ya kayak gini ! https://t.co/ctClb5PCjT","1960509966185586766","https://pbs.twimg.com/media/GzUhbJua4AI2XrX.jpg","kompascom","in","","0","0","0","https://x.com/undefined/status/1960509966185586766","2403574648",
"1960509622068056380","Wed Aug 27 01:08:13 +0000 2025","0","Grok Imagine on Your Windows Desktop? YES PLEASE! Unlock the power of Grok Imagine right from your PC with Phone Link! Check out this slick demo using my Samsung S24 to bring the magic to life. https://t.co/MjzUrm5tvz","1960509622068056380","https://pbs.twimg.com/amplify_video_thumb/1960508766778220547/img/BbdB-4UlxbjzH2IM.jpg","","en","","0","0","0","https://x.com/undefined/status/1960509622068056380","21755698",
"1960509580795888014","Wed Aug 27 01:08:03 +0000 2025","0","DPR Ingin Punya 'Taji' Panggil Langsung Gubernur-Bupati Mungkinkah Lewat Revisi UU Pemda? https://t.co/4gp0CsGVCI","1960509580795888014","","","in","","0","0","0","https://x.com/undefined/status/1960509580795888014","1834223843667509248",
"1960358955915661638","Wed Aug 27 01:07:53 +0000 2025","1","@canmericanized Here s a list for people to boycott. Also feel free to leave shitty reviews. https://t.co/gL5vBqnb5d","1960509541751148806","","canmericanized","en","","0","0","0","https://x.com/undefined/status/1960509541751148806","33961289",
"1960509537003430140","Wed Aug 27 01:07:52 +0000 2025","0","Kebijakan ini bukan ngawur. Ngawur itu kalau lo bela bandar bukan rakyat. Dukung langkah Bodyguard Digital! #RekeningTidur --- bangka Belitung Melania Trump Azizah Salsha Arhan Gedung DPR RI Persatuan Bangsa Pengalihan Ready Provokator Jalanan https://t.co/VHwMFt7vVY","1960509537003430140","https://pbs.twimg.com/media/GzUhCJNbIAApVei.jpg","","in","","0","0","0","https://x.com/undefined/status/1960509537003430140","1055267779",
"1960450716314501398","Wed Aug 27 01:07:45 +0000 2025","0","@Pokemon forget science furfrou is so amazing","1960509504941871340","","Pokemon","en","","0","0","0","https://x.com/undefined/status/1960509504941871340","1581407388405465095",
"1960509471370711458","Wed Aug 27 01:07:37 +0000 2025","0","Pues me acabo de enterar que un juego de El Asombroso Circo Digital existe. Ahora estoy considerando hacer un stream para esto. ¿Tal vez el fin de semana del Día del Trabajo? https://t.co/sjE4hptqTG https://t.co/IUm270R4TS","1960509471370711458","https://pbs.twimg.com/media/GzUg9OmWcAA5-1N.png","","es","","0","0","0","https://x.com/undefined/status/1960509471370711458","778347491594862592",
"1960309588231934225","Wed Aug 27 01:07:34 +0000 2025","1","@Opposisi6890 Ini demo murni kemarahan rakyat gak usah dibawa putar2 kaya komedi putar goblok loe how much they paid? are you got the money for this","1960509458292883582","","Opposisi6890","in","","0","0","0","https://x.com/undefined/status/1960509458292883582","1675399615305359361",
"1960509449359008149","Wed Aug 27 01:07:31 +0000 2025","0","nahida's demo hits way more diferent after doing the sumeru archon quest and the aranara quest","1960509449359008149","","","en","","0","0","0","https://x.com/undefined/status/1960509449359008149","1828199329976528896",
"1960254215231877608","Wed Aug 27 01:07:31 +0000 2025","0","@susipudjiastuti Anggota DPR gen penakut","1960509446180024325","","susipudjiastuti","in","","0","0","0","https://x.com/undefined/status/1960509446180024325","1560139983721152512",
"1960509435161288706","Wed Aug 27 01:07:28 +0000 2025","0","So I have just found out that a The Amazing Digital Circus game exists. I am now considering making a stream for this. Probably during Labor Day weekend? https://t.co/sjE4hptqTG https://t.co/u50hp9b6Nq","1960509435161288706","https://pbs.twimg.com/media/GzUg7H6W0AAoJXc.png","","en","","0","0","0","https://x.com/undefined/status/1960509435161288706","778347491594862592",
"1960486757570633886","Wed Aug 27 01:07:28 +0000 2025","0","@HumorJonTampan @DPR_RI Asli hewan ini orang","1960509433621909873","","HumorJonTampan","in","","0","0","0","https://x.com/undefined/status/1960509433621909873","1517590421152534528",
